index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
69568,407-7693151-8347546,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,545,THIRUVANANTHAPURAM,KERALA,695571,IN,FALSE,Easy Ship
69572,407-2506643-2896369,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,301,NAVI MUMBAI,MAHARASHTRA,410210,IN,FALSE,Easy Ship
69574,405-5665094-3437931,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,771,PONNUR,ANDHRA PRADESH,522124,IN,FALSE,Easy Ship
69575,406-3810836-8841925,05-15-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,XL,On the Way,0,INR,519.05,BENGALURU,KARNATAKA,560078,IN,FALSE,Easy Ship
69576,171-5464966-0552358,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,487,BADRA,MADHYA PRADESH,484334,IN,FALSE,Easy Ship
69579,404-5707718-0601968,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,493,Kochi,KERALA,682017,IN,FALSE,Easy Ship
69581,402-9458102-8161149,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,493,"Kukatpally, HYDERABAD",TELANGANA,500085,IN,FALSE,Easy Ship
69582,402-7634671-4086702,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,582,LUCKNOW,UTTAR PRADESH,226001,IN,FALSE,Easy Ship
69585,171-6520135-9191531,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,857,KOLKATA,WEST BENGAL,700024,IN,FALSE,Easy Ship
69586,404-5717892-0983544,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1186,BENGALURU,KARNATAKA,560061,IN,FALSE,Easy Ship
69587,405-3954510-5012305,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,582,NEW DELHI,DELHI,110091,IN,FALSE,Easy Ship
69589,406-2385216-7951529,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,999,BENGALURU,KARNATAKA,560007,IN,FALSE,Easy Ship
69590,407-6894818-1609954,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,449,VADODARA,Gujarat,390011,IN,FALSE,Easy Ship
69591,407-6894818-1609954,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1063,VADODARA,Gujarat,390011,IN,FALSE,Easy Ship
69594,404-6949634-4033169,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,859,THIRUVANANTHAPURAM,KERALA,695562,IN,FALSE,Easy Ship
69595,402-8828049-8821935,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Perfume,Free,Shipped,1,INR,885,KANCHIPURAM,TAMIL NADU,600088,IN,FALSE,Easy Ship
69599,408-3020137-3109109,05-15-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,475,RAIGARH,CHHATTISGARH,496001,IN,FALSE,Easy Ship
69601,403-5217997-5141159,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,368,GORAKHPUR,UTTAR PRADESH,273008,IN,FALSE,Easy Ship
69602,407-1742512-5960329,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,301,HYDERABAD,TELANGANA,501301,IN,FALSE,Easy Ship
69605,404-6343144-3685949,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,455,MUMBAI,MAHARASHTRA,400077,IN,FALSE,Easy Ship
69607,404-8031217-5131522,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1399,NEW DELHI,DELHI,110019,IN,FALSE,Easy Ship
69608,404-8031217-5131522,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,NEW DELHI,DELHI,110019,IN,FALSE,Easy Ship
69609,407-2496711-9303567,05-15-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,L,On the Way,0,INR,595.24,MUMBAI,MAHARASHTRA,400072,IN,FALSE,Easy Ship
69612,171-0232998-7541174,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1068,AJMER,RAJASTHAN,305001,IN,FALSE,Easy Ship
69613,171-2837288-4531524,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,999,KOLKATA,WEST BENGAL,700019,IN,FALSE,Easy Ship
69614,403-7572814-9385100,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,599,BAREILLY,UTTAR PRADESH,243001,IN,FALSE,Easy Ship
69615,406-9168509-8793936,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,3XL,Shipped,1,INR,330,PUNE,MAHARASHTRA,411021,IN,FALSE,Easy Ship
69616,407-0561792-9194701,05-15-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,M,On the Way,0,INR,353.33,MUMBAI,MAHARASHTRA,400093,IN,FALSE,Easy Ship
69617,171-5348080-7305151,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1229,������������,UTTAR PRADESH,226002,IN,FALSE,Easy Ship
69618,405-4178447-1381117,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,441,MUMBAI,MAHARASHTRA,400093,IN,FALSE,Easy Ship
69619,408-3703154-1836348,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,388,NAOBAICHA,ASSAM,784160,IN,FALSE,Easy Ship
69620,405-0381269-9825910,05-15-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,493,HYDERABAD,TELANGANA,500084,IN,FALSE,Easy Ship
69623,405-9242580-5397944,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,771,KOLKATA,WEST BENGAL,700051,IN,FALSE,Easy Ship
69627,403-0545648-6078701,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,459,KARAIKKUDI,TAMIL NADU,630001,IN,FALSE,Easy Ship
69628,406-7254826-8190768,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,493,Agarpara,WEST BENGAL,700109,IN,FALSE,Easy Ship
69629,408-1716586-4733135,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,771,NEW DELHI,DELHI,110091,IN,FALSE,Easy Ship
69633,171-7515199-4407556,05-15-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,301,TUMAKURU,KARNATAKA,572102,IN,FALSE,Easy Ship
69636,405-3454827-6103506,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,455,PUNE,MAHARASHTRA,411057,IN,FALSE,Easy Ship
69637,402-8659059-5457946,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,518,KAHALGAON,BIHAR,813203,IN,FALSE,Easy Ship
69638,404-0734752-9417905,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,388,PIMPRI CHINCHWAD,MAHARASHTRA,411044,IN,FALSE,Easy Ship
69639,406-0824897-4832368,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1299,AGRA,UTTAR PRADESH,282007,IN,FALSE,Easy Ship
69642,171-7799645-7020350,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,999,Ernakulam,KERALA,682026,IN,FALSE,Easy Ship
69645,405-3011955-7241111,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,545,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
69648,408-1432144-8910739,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,493,Dwarka 110078,DELHI,110078,IN,FALSE,Easy Ship
69653,405-5665900-5058735,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,6XL,Shipped,1,INR,925,CHENNAI,TAMIL NADU,600043,IN,FALSE,Easy Ship
69661,406-5263352-7650719,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,345,NALGONDA,TELANGANA,508001,IN,FALSE,Easy Ship
69665,403-7634137-2602726,05-15-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XS,On the Way,0,INR,1058.93,LUDHIANA,PUNJAB,141012,IN,FALSE,Easy Ship
69667,407-4800701-7005146,05-15-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,832,NEW DELHI,DELHI,110076,IN,FALSE,Easy Ship
69669,402-3873541-7542733,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,469,MUMBAI,MAHARASHTRA,400101,IN,FALSE,Easy Ship
69670,404-0203303-4668379,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,Panipat,HARYANA,132103,IN,FALSE,Easy Ship
69672,406-5504314-3601942,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,368,NAGPUR,MAHARASHTRA,440015,IN,FALSE,Easy Ship
69673,403-2722191-2776362,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,BAHADURGARH,HARYANA,124507,IN,FALSE,Easy Ship
69674,406-5071739-5736331,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,301,MUMBAI,MAHARASHTRA,400050,IN,FALSE,Easy Ship
69676,404-0205048-9785176,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,825,MUMBAI,MAHARASHTRA,400016,IN,FALSE,Easy Ship
69680,404-4329927-3629139,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,771,PUNE,MAHARASHTRA,411041,IN,FALSE,Easy Ship
69682,406-1663813-8304302,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,999,TIRUKALUKUNDRAM,TAMIL NADU,603109,IN,FALSE,Easy Ship
69687,405-2434485-3960357,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,625,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
69688,404-1777846-8941908,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,771,PUNE,MAHARASHTRA,411014,IN,FALSE,Easy Ship
69690,406-4317448-2200343,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,382,NELLORE,ANDHRA PRADESH,524002,IN,FALSE,Easy Ship
69692,408-2846262-3267507,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,759,SRINAGAR,JAMMU & KASHMIR,190011,IN,FALSE,Easy Ship
69698,407-3173580-2461105,05-15-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,1359.82,NARASARAOPET,ANDHRA PRADESH,522601,IN,FALSE,Easy Ship
69701,407-4586818-4055564,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,475,MUMBAI,MAHARASHTRA,400019,IN,FALSE,Easy Ship
69702,402-7479423-7924312,05-15-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,463.81,Vazhakulam,KERALA,686670,IN,FALSE,Easy Ship
69703,404-6077655-9390752,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,6XL,Shipped,1,INR,869,MUMBAI,MAHARASHTRA,400064,IN,FALSE,Easy Ship
69705,408-8763710-6356358,05-15-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,642.86,SURAT,Gujarat,395009,IN,FALSE,Easy Ship
69706,171-2849921-3321147,05-15-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,1204.46,DEHRADUN,UTTARAKHAND,248001,IN,FALSE,Easy Ship
69707,404-4586776-8163525,05-15-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,554.29,BENGALURU,KARNATAKA,560064,IN,FALSE,Easy Ship
69710,403-6271759-3714732,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,709,MUMBAI,MAHARASHTRA,400094,IN,FALSE,Easy Ship
69712,402-2897865-8845909,05-15-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,355,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE,Easy Ship
69714,407-0563305-5589140,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,574,HYDERABAD,TELANGANA,500018,IN,FALSE,Easy Ship
69716,402-7630418-8714705,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,899,BIKANER 9680830319,RAJASTHAN,334001,IN,FALSE,Easy Ship
69720,403-3411986-6492357,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,604,Bangalore,KARNATAKA,560018,IN,FALSE,Easy Ship
69722,408-1224228-6743562,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,380,PUNE,MAHARASHTRA,411016,IN,FALSE,Easy Ship
69726,405-6412872-2677100,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,487,BHUBANESWAR,ODISHA,751014,IN,FALSE,Easy Ship
69727,406-6135666-6761960,05-15-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,345,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
69728,405-1275412-4433154,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,301,KALAMASSERY,KERALA,683563,IN,FALSE,Easy Ship
69730,404-6691103-8901111,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,301,VISAKHAPATNAM,ANDHRA PRADESH,531173,IN,FALSE,Easy Ship
69731,404-6691103-8901111,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,318,VISAKHAPATNAM,ANDHRA PRADESH,531173,IN,FALSE,Easy Ship
69732,404-6104653-1413157,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,832,Kanpur,UTTAR PRADESH,208003,IN,FALSE,Easy Ship
69733,403-3325073-4465112,05-15-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,519.05,MUMBAI,MAHARASHTRA,400072,IN,FALSE,Easy Ship
69734,408-6201137-5293108,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,771,MUMBAI,MAHARASHTRA,400101,IN,FALSE,Easy Ship
69735,404-2887804-3682709,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Perfume,Free,Shipped,1,INR,443,BENGALURU,KARNATAKA,560073,IN,FALSE,Easy Ship
69739,407-5994368-9473158,05-15-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,856.19,TARANAGAR,RAJASTHAN,331304,IN,FALSE,Easy Ship
69740,171-4856918-3365116,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,3XL,Shipped,1,INR,545,PATNA,BIHAR,801105,IN,FALSE,Easy Ship
69741,407-9008912-0290755,05-15-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,856.19,TARANAGAR,RAJASTHAN,331304,IN,FALSE,Easy Ship
69743,402-4228464-5812300,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,988,SALEM,TAMIL NADU,636001,IN,FALSE,Easy Ship
69745,171-2469394-7108309,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,999,AIZAWL,MIZORAM,796001,IN,FALSE,Easy Ship
69746,407-9745778-5884368,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,301,NAVI MUMBAI,MAHARASHTRA,400702,IN,FALSE,Easy Ship
69747,402-9937439-9851504,05-15-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,771,HARIDWAR,UTTARAKHAND,249403,IN,FALSE,Easy Ship
69751,403-0841270-6853949,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,517,VADODARA,Gujarat,390016,IN,FALSE,Easy Ship
69753,402-8434933-3347569,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,487,MHOW,MADHYA PRADESH,453441,IN,FALSE,Easy Ship
69754,408-2594081-7592319,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,449,KOTA,RAJASTHAN,324001,IN,FALSE,Easy Ship
69756,403-0422711-0077960,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,517,DEHRADUN,UTTARAKHAND,248005,IN,FALSE,Easy Ship
69761,406-9916207-1216329,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,432,PERALASSERI,KERALA,670622,IN,FALSE,Easy Ship
69762,406-0313283-0001102,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,771,DIMAPUR,NAGALAND,797112,IN,FALSE,Easy Ship
69771,402-0444131-8313908,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,493,THANE,MAHARASHTRA,400705,IN,FALSE,Easy Ship
69776,171-1994418-7413907,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,450,HYDERABAD,TELANGANA,500084,IN,FALSE,Easy Ship
69778,404-7716401-7992351,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1186,HYDERABAD,TELANGANA,500006,IN,FALSE,Easy Ship
69779,404-7716401-7992351,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1133,HYDERABAD,TELANGANA,500006,IN,FALSE,Easy Ship
69780,404-7716401-7992351,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,549,HYDERABAD,TELANGANA,500006,IN,FALSE,Easy Ship
69781,407-0034955-2954730,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,788,Chennai,TAMIL NADU,603103,IN,FALSE,Easy Ship
69782,403-5450061-9227568,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,487,MORADABAD,UTTAR PRADESH,244001,IN,FALSE,Easy Ship
69783,402-1418072-0401922,05-15-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,634.29,HASSAN,KARNATAKA,573201,IN,FALSE,Easy Ship
69785,404-9742764-6827564,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,534,Dalhousie,HIMACHAL PRADESH,176304,IN,FALSE,Easy Ship
69786,404-1225007-4983541,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,560,CHENNAI,TAMIL NADU,600053,IN,FALSE,Easy Ship
69787,408-8610532-5414735,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,0,HOWRAH,WEST BENGAL,711106,IN,FALSE,Easy Ship
69788,404-0112357-8588364,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,885,NAVI MUMBAI,MAHARASHTRA,400708,IN,FALSE,Easy Ship
69791,171-6956526-3309152,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1149,Hyderabad,TELANGANA,500019,IN,FALSE,Easy Ship
69792,407-8609212-4784361,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,475,HYDERABAD,TELANGANA,500076,IN,FALSE,Easy Ship
69793,407-8609212-4784361,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,537,HYDERABAD,TELANGANA,500076,IN,FALSE,Easy Ship
69800,407-1009292-0062702,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,885,"Shirgaon, Badlapur East",MAHARASHTRA,421503,IN,FALSE,Easy Ship
69801,407-2244383-7893156,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,513,HYDERABAD,TELANGANA,500068,IN,FALSE,Easy Ship
69803,408-4089328-5321102,05-15-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,0,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
69804,402-1068454-6813138,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,655,HYDERABAD,TELANGANA,500050,IN,FALSE,Easy Ship
69806,404-2512907-9846760,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,771,OTTAPPALAM,KERALA,679521,IN,FALSE,Easy Ship
69807,403-4197604-5741932,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,709,MUMBAI,MAHARASHTRA,400012,IN,FALSE,Easy Ship
69815,405-0606683-5701933,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1199,LUDHIANA,PUNJAB,142022,IN,FALSE,Easy Ship
69818,403-0274090-6113962,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,771,MALAPPURAM,KERALA,679334,IN,FALSE,Easy Ship
69820,171-5655076-6525966,05-15-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,792,Mumbai,MAHARASHTRA,400060,IN,FALSE,Easy Ship
69821,403-9067477-3083547,05-15-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,602.86,PUNE,MAHARASHTRA,411007,IN,FALSE,Easy Ship
69822,406-4599470-1124369,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,690,HYDERABAD,TELANGANA,500048,IN,FALSE,Easy Ship
69824,403-9302023-0053152,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,629,GURGAON,HARYANA,122001,IN,FALSE,Easy Ship
69829,402-5442801-1999537,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,345,PILKHUWA,UTTAR PRADESH,245304,IN,FALSE,Easy Ship
69830,408-5610374-7123560,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,0,KORBA,CHHATTISGARH,495682,IN,FALSE,Easy Ship
69835,408-3059427-0078732,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,599,HYDERABAD,TELANGANA,500085,IN,FALSE,Easy Ship
69836,408-3059427-0078732,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,665,HYDERABAD,TELANGANA,500085,IN,FALSE,Easy Ship
69837,408-3059427-0078732,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,825,HYDERABAD,TELANGANA,500085,IN,FALSE,Easy Ship
69838,408-3059427-0078732,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,2,INR,1582,HYDERABAD,TELANGANA,500085,IN,FALSE,Easy Ship
69839,407-7377617-3372337,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,399,KOLKATA,WEST BENGAL,700002,IN,FALSE,Easy Ship
69841,171-8918583-4809137,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,631,KOIPADY,KERALA,671321,IN,FALSE,Easy Ship
69844,408-5733036-5025159,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,799,VASAI East,MAHARASHTRA,401208,IN,FALSE,Easy Ship
69845,405-1334716-6495556,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,648,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship
69848,402-9943721-4016343,05-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,539,BENGALURU,KARNATAKA,560049,IN,FALSE,Easy Ship
